UniProt,Ensembl,Disease_ID,Disease_Name,Datasource_Scores,Score
O43283,ENSG00000073803,EFO_0005772,neurodegenerative disease,crispr_screen:0.8897742701710087; europepmc:0.027376014881559663,0.541753317887478
O43283,ENSG00000073803,EFO_0004541,HbA1c measurement,gwas_credible_sets:0.74003503153827,0.4498900869836016
O43283,ENSG00000073803,EFO_0004530,triglyceride measurement,gwas_credible_sets:0.6384481904790689,0.38813231767163653
O43283,ENSG00000073803,EFO_0001071,lung carcinoma,cancer_gene_census:0.607930797611621; expression_atlas:0.0636596955363331,0.37151488915885755
O43283,ENSG00000073803,EFO_0000478,esophageal adenocarcinoma,cancer_gene_census:0.607930797611621; europepmc:0.04255515583281348,0.3708733841760982
O43283,ENSG00000073803,EFO_0006318,breast ductal adenocarcinoma,cancer_gene_census:0.607930797611621; europepmc:0.030396539880581056,0.37050380432141355
O43283,ENSG00000073803,EFO_0008515,nodular melanoma,cancer_gene_census:0.607930797611621,0.3695798546847018
O43283,ENSG00000073803,EFO_0003865,kidney neoplasm,cancer_gene_census:0.607930797611621,0.3695798546847018
O43283,ENSG00000073803,MONDO_0018531,carcinoma of liver and intrahepatic biliary tract,cancer_gene_census:0.607930797611621,0.3695798546847018
O43283,ENSG00000073803,EFO_0008550,Hepatobiliary Neoplasm,cancer_gene_census:0.607930797611621,0.3695798546847018
O43293,ENSG00000167657,MONDO_0021637,low grade glioma,slapenrich:0.7599134970145264,0.2309874091779386
O43293,ENSG00000167657,EFO_0005772,neurodegenerative disease,crispr_screen:0.3455179491009652; europepmc:0.08635838310956906,0.21267599842229382
O43293,ENSG00000167657,OBA_0003747,glomerular filtration rate,gwas_credible_sets:0.311781130179342,0.18954135115018006
O43293,ENSG00000167657,OBA_2050096,serum creatinine amount,gwas_credible_sets:0.30113372847035874,0.1830684677367465
O43293,ENSG00000167657,OBA_2050094,blood sodium bicarbonate amount,gwas_credible_sets:0.2742542731167285,0.16672761900424812
O43293,ENSG00000167657,EFO_0000389,cutaneous melanoma,slapenrich:0.495587615067098,0.15064148705709096
O43293,ENSG00000167657,MONDO_0007576,esophageal cancer,slapenrich:0.48513701622265126; europepmc:0.012158615952232422,0.14783444646626387
O43293,ENSG00000167657,EFO_0000181,head and neck squamous cell carcinoma,slapenrich:0.3965752561434128; europepmc:0.015198269940290528,0.12100713070850481
O43293,ENSG00000167657,EFO_0003870,brain aneurysm,gwas_credible_sets:0.1864093465911745,0.11332398275543383
O43293,ENSG00000167657,EFO_0000616,neoplasm,europepmc:0.8250421876307177,0.10031371103791578
O43318,ENSG00000135341,MONDO_0014935,frontometaphyseal dysplasia 2,genomics_england:0.8897742701710087; uniprot_variants:0.865457038266544; eva:0.8317561287514011; uniprot_literature:0.607930797611621; europepmc:0.07848386597166028,0.7521194735074194
O43318,ENSG00000135341,MONDO_0008005,cardiospondylocarpofacial syndrome,eva:0.8593903890359612; genomics_england:0.8464592008411808; uniprot_variants:0.8274613634158176; uniprot_literature:0.607930797611621; orphanet:0.607930797611621; europepmc:0.29884256779721924,0.745881532570315
O43318,ENSG00000135341,MONDO_0015942,frontometaphyseal dysplasia,gene2phenotype:0.607930797611621; orphanet:0.607930797611621; genomics_england:0.607930797611621; europepmc:0.0799395224926081,0.5036467178750477
O43318,ENSG00000135341,EFO_0004842,eosinophil count,gwas_credible_sets:0.8187307647888543,0.49773164686726074
O43318,ENSG00000135341,EFO_0005772,neurodegenerative disease,crispr_screen:0.7988071628293547; europepmc:0.05840074991967273,0.4873946563607149
O43318,ENSG00000135341,EFO_0004735,serum alanine aminotransferase measurement,gwas_credible_sets:0.740336305153462,0.4500732404927847
O43318,ENSG00000135341,MONDO_0100096,COVID-19,reactome:0.607930797611621; europepmc:0.10087419159743685,0.3726460810725147
O43318,ENSG00000135341,EFO_0800270,chiro-inositol measurement,gwas_credible_sets:0.5547658317561528,0.33725923458719237
O43318,ENSG00000135341,EFO_0004612,high density lipoprotein cholesterol measurement,gwas_credible_sets:0.5481885918532691,0.33326072788694927
O43318,ENSG00000135341,OBA_2050135,growth differentiation factor 15 amount,gwas_credible_sets:0.5450972693494688,0.33138141773153923
O43353,ENSG00000104312,EFO_0001054,leprosy,gwas_credible_sets:0.7908795943663514; eva:0.18237923928348632; europepmc:0.37233227570563726,0.5135486018824946
O43353,ENSG00000104312,EFO_0000384,Crohn's disease,gwas_credible_sets:0.6527208291473152; europepmc:0.09229773502285829; expression_atlas:0.02444387743798636,0.3999448524182578
O43353,ENSG00000104312,HP_0000155,Oral ulcer,gwas_credible_sets:0.6323010924023531; europepmc:0.06079307976116211,0.3862432067082853
O43353,ENSG00000104312,EFO_0004309,platelet count,gwas_credible_sets:0.5993145030983708,0.36434174388880486
O43353,ENSG00000104312,EFO_0004612,high density lipoprotein cholesterol measurement,gwas_credible_sets:0.5775655803768522,0.3511199039515186
O43353,ENSG00000104312,EFO_0005772,neurodegenerative disease,crispr_screen:0.5657433914516441; europepmc:0.012158615952232422,0.3443024110633862
O43353,ENSG00000104312,EFO_0009578,placental retention,gwas_credible_sets:0.48609848889629365,0.2955142420725275
O43353,ENSG00000104312,EFO_0001421,liver disease,gwas_credible_sets:0.48609848889629365,0.2955142420725275
O43353,ENSG00000104312,EFO_0803539,basophil measurement,gwas_credible_sets:0.48609848889629365,0.2955142420725275
O43353,ENSG00000104312,EFO_1001180,sialolithiasis,gwas_credible_sets:0.4808792508442264,0.29234130652060936
O43683,ENSG00000169679,EFO_0005772,neurodegenerative disease,crispr_screen:0.8979780761213895,0.5459085280542253
O43683,ENSG00000169679,MONDO_0005575,colorectal cancer,eva_somatic:0.6839221473130737; eva:0.18237923928348632; expression_atlas:0.1847951352682703; europepmc:0.12499902322979115; clingen:0.006079307976116211,0.44709004543391745
O43683,ENSG00000169679,EFO_0004309,platelet count,gwas_credible_sets:0.627133217739583,0.38125359726916713
O43683,ENSG00000169679,EFO_0005091,monocyte count,gwas_credible_sets:0.6240258026639794,0.3793645039437451
O43683,ENSG00000169679,MONDO_0000141,mosaic variegated aneuploidy syndrome,orphanet:0.607930797611621,0.3695798546847018
O43683,ENSG00000169679,EFO_0007989,monocyte percentage of leukocytes,gwas_credible_sets:0.6020778037031652,0.36602163942951826
O43683,ENSG00000169679,OBA_0003460,erythrocyte volume,gwas_credible_sets:0.5696896022010791,0.34633185425714913
O43683,ENSG00000169679,EFO_1001950,colon carcinoma,eva_somatic:0.547137717850459; europepmc:0.03706689168770857,0.3337485744676662
O43683,ENSG00000169679,OBA_2045219,corneal endothelial cell attribute,gwas_credible_sets:0.42700387488943686,0.2595888062447882
O43683,ENSG00000169679,EFO_0000222,acute myeloid leukemia,slapenrich:0.48073065764684814; europepmc:0.14342934743025035,0.15048524194901308
O43781,ENSG00000143479,OBA_0003460,erythrocyte volume,gwas_credible_sets:0.7178778016923429,0.43642002457050316
O43781,ENSG00000143479,EFO_0004528,mean corpuscular hemoglobin concentration,gwas_credible_sets:0.6276739024340854,0.3815822961467524
O43781,ENSG00000143479,EFO_0004527,mean corpuscular hemoglobin,gwas_credible_sets:0.4866921434208315,0.2958751429411356
O43781,ENSG00000143479,OBA_2041005,level of chitinase-3-like protein 1 in blood serum,gwas_credible_sets:0.468356073772534,0.28472808149478385
O43781,ENSG00000143479,EFO_0005772,neurodegenerative disease,crispr_screen:0.44808630363826724; europepmc:0.030396539880581056,0.2733294136063666
O43781,ENSG00000143479,MONDO_0004975,Alzheimer disease,crispr_screen:0.37957532765032703; europepmc:0.030396539880581056,0.23167948132886745
O43781,ENSG00000143479,MONDO_0005180,Parkinson disease,crispr_screen:0.37957532765032703,0.2307555316921557
O43781,ENSG00000143479,MONDO_0005301,multiple sclerosis,crispr_screen:0.37957532765032703,0.2307555316921557
O43781,ENSG00000143479,MONDO_0002561,lysosomal storage disease,crispr_screen:0.37957532765032703,0.2307555316921557
O43781,ENSG00000143479,EFO_0004309,platelet count,gwas_credible_sets:0.2944838281283683,0.1790257885178025
O60229,ENSG00000160145,OBA_0003277,platelet volume,gwas_credible_sets:0.9638104616316647; gene_burden:0.8274613634158176,0.7116898743497071
O60229,ENSG00000160145,EFO_0004309,platelet count,gwas_credible_sets:0.9471564038219594; gene_burden:0.47617572460227237,0.6481760200536262
O60229,ENSG00000160145,EFO_0007984,platelet component distribution width,gwas_credible_sets:0.866491853325405,0.5267670835160853
O60229,ENSG00000160145,EFO_0004532,serum gamma-glutamyl transferase measurement,gwas_credible_sets:0.8036723080146413,0.4885771472297133
O60229,ENSG00000160145,EFO_0011015,educational attainment,gwas_credible_sets:0.7462456947026799,0.4536657403948384
O60229,ENSG00000160145,EFO_0005772,neurodegenerative disease,crispr_screen:0.6958970142654598; europepmc:0.04112641506883475,0.4243073276537318
O60229,ENSG00000160145,EFO_0008354,cognitive function measurement,gwas_credible_sets:0.6588209171754494,0.40051752566169074
O60229,ENSG00000160145,EFO_0020865,aortic measurement,gwas_credible_sets:0.6530616850339174,0.39701631107225865
O60229,ENSG00000160145,OBA_0003460,erythrocyte volume,gwas_credible_sets:0.6453319493261318,0.3923171666780975
O60229,ENSG00000160145,EFO_0004190,open-angle glaucoma,gwas_credible_sets:0.594188256718714; europepmc:0.012158615952232422,0.36159492069315113
O60285,ENSG00000074590,OBA_2045210,brain attribute,gwas_credible_sets:0.8813358556087197,0.5357912096639295
O60285,ENSG00000074590,EFO_0004346,neuroimaging measurement,gwas_credible_sets:0.8765503033749172,0.5328819250774218
O60285,ENSG00000074590,OBA_2045295,brain connectivity attribute,gwas_credible_sets:0.8588896420168133,0.522145465131641
O60285,ENSG00000074590,OBA_2050009,brain volume,gwas_credible_sets:0.8479637216401898,0.5155032616424392
O60285,ENSG00000074590,EFO_0005674,white matter microstructure measurement,gwas_credible_sets:0.8475652136203433,0.5152609963440793
O60285,ENSG00000074590,EFO_0004641,white matter integrity,gwas_credible_sets:0.7960865520018907,0.4839655325263947
O60285,ENSG00000074590,EFO_0008399,mean fractional anisotropy measurement,gwas_credible_sets:0.79591789199354,0.48386299891299284
O60285,ENSG00000074590,EFO_0005772,neurodegenerative disease,crispr_screen:0.7782879489219962; europepmc:0.03782680518472309,0.47429501755201414
O60285,ENSG00000074590,EFO_0008381,total cortical area measurement,gwas_credible_sets:0.7622336667988997,0.46338532102348573
O60285,ENSG00000074590,EFO_0004533,alkaline phosphatase measurement,gwas_credible_sets:0.7405057803301718,0.4501762696721372
O60307,ENSG00000099308,EFO_0004340,body mass index,gwas_credible_sets:0.6512787981436624,0.39593243922301463
O60307,ENSG00000099308,EFO_0000508,genetic disorder,eva:0.6215288264983473,0.3778465152317551
O60307,ENSG00000099308,MONDO_0000594,pervasive developmental disorder,eva:0.5592963338026914,0.3400134663099256
O60307,ENSG00000099308,Orphanet_168778,Rare pervasive developmental disorder,eva:0.5592963338026914,0.3400134663099256
O60307,ENSG00000099308,EFO_0009767,glycine measurement,gwas_credible_sets:0.5295082126100397,0.32190435003392526
O60307,ENSG00000099308,EFO_0004735,serum alanine aminotransferase measurement,gwas_credible_sets:0.49199597877094275,0.2990995077959294
O60307,ENSG00000099308,EFO_0004532,serum gamma-glutamyl transferase measurement,gwas_credible_sets:0.48687866463832175,0.2959885349336559
O60307,ENSG00000099308,EFO_0004617,cystatin C measurement,gwas_credible_sets:0.47088439068643917,0.2862651232128692
O60307,ENSG00000099308,EFO_0011015,educational attainment,gwas_credible_sets:0.41980977732608044,0.2552152927750011
O60307,ENSG00000099308,EFO_0004696,sex hormone-binding globulin measurement,gwas_credible_sets:0.4085343549979674,0.2483606162856635
O60566,ENSG00000156970,MONDO_0000141,mosaic variegated aneuploidy syndrome,genomics_england:0.9501239701785118; eva:0.9403968315199536; uniprot_variants:0.9066612367713315; orphanet:0.607930797611621; gene2phenotype:0.607930797611621; clingen:0.607930797611621; uniprot_literature:0.607930797611621; europepmc:0.01823792392834863,0.837501840382651
O60566,ENSG00000156970,EFO_0009077,premature chromatid separation trait,eva:0.8113575371172844; uniprot_literature:0.607930797611621; uniprot_variants:0.607930797611621,0.6267086266573868
O60566,ENSG00000156970,EFO_0005772,neurodegenerative disease,crispr_screen:0.8835160864554776,0.5371166391415765
O60566,ENSG00000156970,MONDO_0005575,colorectal cancer,eva:0.6616959856845127; genomics_england:0.607930797611621; impc:0.43170685765395234; europepmc:0.14903918083261664; expression_atlas:0.11436950832911184,0.5021813062761898
O60566,ENSG00000156970,EFO_0000508,genetic disorder,eva:0.6845648842023799; europepmc:0.021277577916406734,0.4168148408157581
O60566,ENSG00000156970,EFO_0004340,body mass index,gwas_credible_sets:0.6716650379222243,0.40832586223189754
O60566,ENSG00000156970,EFO_1001950,colon carcinoma,eva_somatic:0.547137717850459; eva:0.2941017560777592; europepmc:0.08257726667557853,0.37843583163950134
O60566,ENSG00000156970,EFO_0006318,breast ductal adenocarcinoma,cancer_gene_census:0.607930797611621; europepmc:0.06535256074324927,0.37156634640363206
O60566,ENSG00000156970,EFO_0000178,gastric carcinoma,cancer_gene_census:0.607930797611621; europepmc:0.03495602086266821,0.3706423967669203
O60566,ENSG00000156970,EFO_0001663,prostate carcinoma,cancer_gene_census:0.607930797611621; europepmc:0.012158615952232422,0.36994943453938645
O60674,ENSG00000096968,EFO_0002429,polycythemia vera,chembl:0.9060755023855883; gene_burden:0.8346618603160206; eva:0.8124570329459351; gwas_credible_sets:0.7569667210055531; uniprot_literature:0.607930797611621; uniprot_variants:0.607930797611621; cancer_gene_census:0.607930797611621; eva_somatic:0.57753425773104; europepmc:0.9399021808252972; impc:0.5747869002478668,0.8015139786079568
O60674,ENSG00000096968,EFO_0002430,primary myelofibrosis,chembl:0.9283385436818423; eva:0.7405150108396124; eva_somatic:0.57753425773104; cancer_gene_census:0.4559480982087158; gene_burden:0.24889954961518057; impc:0.39447109630024063; europepmc:0.328585535159805,0.7414464920776556
O60674,ENSG00000096968,EFO_0004309,platelet count,gene_burden:0.9706389615826164; gwas_credible_sets:0.9283021696591736,0.7311671877142106
O60674,ENSG00000096968,EFO_0004251,myeloproliferative disorder,chembl:0.832789216892566; gwas_credible_sets:0.8295738890931528; gene_burden:0.8064567057180694; cancer_gene_census:0.607930797611621; eva:0.547137717850459; europepmc:0.5745965349783203,0.7251777758880796
O60674,ENSG00000096968,EFO_0007985,platelet crit,gene_burden:0.9701576947247935; gwas_credible_sets:0.8861080617439931,0.7244618363496237
O60674,ENSG00000096968,EFO_0004627,IGF-1 measurement,gene_burden:0.9570013331676032; gwas_credible_sets:0.8132529536145897,0.7053909629756968
O60674,ENSG00000096968,EFO_0000616,neoplasm,chembl:0.8693230907729131; gene_burden:0.7599134970145264; cancer_gene_census:0.4559480982087158; eva:0.19453785523571876; europepmc:0.8766489925224932,0.6864354382321621
O60674,ENSG00000096968,EFO_0000479,essential thrombocythemia,eva:0.8095668482867047; genomics_england:0.607930797611621; cancer_gene_census:0.607930797611621; chembl:0.4903385619455862; gwas_credible_sets:0.46715355854369445; eva_somatic:0.4377101742803672; uniprot_variants:0.3799567485072632; uniprot_literature:0.3039653988058105; europepmc:0.9384306404634589; impc:0.649726686094074,0.6728022281123724
O60674,ENSG00000096968,EFO_0000222,acute myeloid leukemia,uniprot_variants:0.7599134970145264; eva_somatic:0.6839221473130737; eva:0.6774382433171148; uniprot_literature:0.607930797611621; intogen:0.607930797611621; slapenrich:0.9154417988935604; cancer_gene_census:0.4559480982087158; cancer_biomarkers:0.7599134970145264; chembl:0.17940239447222228; europepmc:0.6469774760106695,0.6686892330402194
O60674,ENSG00000096968,MONDO_0004992,cancer,reactome:0.8897742701710087; gwas_credible_sets:0.6963926671418028; chembl:0.16253705352810702; europepmc:0.807582636932154,0.6638767797905288
O75116,ENSG00000134318,EFO_0005772,neurodegenerative disease,crispr_screen:0.8999442464310278; europepmc:0.0415798301220534,0.5483677065033368
O75116,ENSG00000134318,EFO_1001069,ocular hypertension,chembl:0.8502938886659943,0.5169198419410048
O75116,ENSG00000134318,EFO_0004190,open-angle glaucoma,chembl:0.845016959119721; europepmc:0.09777553661586907,0.516683871951088
O75116,ENSG00000134318,OBA_0003460,erythrocyte volume,gwas_credible_sets:0.7171434507732096,0.4359735900305076
O75116,ENSG00000134318,EFO_0004587,lymphocyte count,gwas_credible_sets:0.7002424238563215,0.4256989352564684
O75116,ENSG00000134318,MONDO_0013730,graft versus host disease,chembl:0.6383273374922022; europepmc:0.052493032287512016,0.3896544539683169
O75116,ENSG00000134318,EFO_0000540,immune system disease,chembl:0.6361151448675598,0.3867139873921675
O75116,ENSG00000134318,EFO_0004305,erythrocyte count,gwas_credible_sets:0.6120819968480309,0.37210349654753716
